Sr. No. ,Country ,State ,District ,City/Village/Area,Pincode
2529,India,Rajasthan ,Pali,Borimada,306023
2530,India,Rajasthan ,Pali,Bornadi,306103
2531,India,Rajasthan ,Pali,Boya,306701
2532,India,Rajasthan ,Pali,Chadwas,306104
2533,India,Rajasthan ,Pali,Chamunderi,306504
2534,India,Rajasthan ,Pali,Chanchori,306115
2535,India,Rajasthan ,Pali,Chandawal,306306
2536,India,Rajasthan ,Pali,Chanddawal R.S.,306306
2537,India,Rajasthan ,Pali,Chang,306102
2538,India,Rajasthan ,Pali,Chanod,306602
2539,India,Rajasthan ,Pali,Chawandiya,306305
2540,India,Rajasthan ,Pali,Chawariya B.O,306001
2541,India,Rajasthan ,Pali,Chelawas B.O,306001
2542,India,Rajasthan ,Pali,Chenda,306421
2543,India,Rajasthan ,Pali,Chirpatiya,306023
2544,India,Rajasthan ,Pali,Chittar,306102
2545,India,Rajasthan ,Pali,Chokariya,306023
2546,India,Rajasthan ,Pali,Chopra,306104
2547,India,Rajasthan ,Pali,Chotila,306421
2548,India,Rajasthan ,Pali,Dadai,306601
2549,India,Rajasthan ,Pali,Dantiwara,306701
2550,India,Rajasthan ,Pali,Dari B.O,306401
2551,India,Rajasthan ,Pali,Dayalana,306502
2552,India,Rajasthan ,Pali,Dayalpura B.O,306401
2553,India,Rajasthan ,Pali,Deegai,306422
2554,India,Rajasthan ,Pali,Deepwas,306304
2555,India,Rajasthan ,Pali,Denda,306422
2556,India,Rajasthan ,Pali,Deoli Auwa,306021
2557,India,Rajasthan ,Pali,Deoli Hulla,306114
2558,India,Rajasthan ,Pali,Deoli Kalan,306306
2559,India,Rajasthan ,Pali,Deoli Pabuji,306603
2560,India,Rajasthan ,Pali,Deoria,306302
2561,India,Rajasthan ,Pali,Deotra,306116
2562,India,Rajasthan ,Pali,Desuri,306703
2563,India,Rajasthan ,Pali,Dhabar Kalan,306421
2564,India,Rajasthan ,Pali,Dhakri,306104
2565,India,Rajasthan ,Pali,Dhalop,306603
2566,India,Rajasthan ,Pali,Dhamli,306501
2567,India,Rajasthan ,Pali,Dhana,306115
2568,India,Rajasthan ,Pali,Dhaneriya,306101
2569,India,Rajasthan ,Pali,Dhani,306116
2570,India,Rajasthan ,Pali,Dhanla,306022
2571,India,Rajasthan ,Pali,Dhareshwar B.O,306001
2572,India,Rajasthan ,Pali,Dhariya,306119
2573,India,Rajasthan ,Pali,Dhinawas,306104
2574,India,Rajasthan ,Pali,Dhola,306422
2575,India,Rajasthan ,Pali,Dhundhla,306103
2576,India,Rajasthan ,Pali,Digarna,306308
2577,India,Rajasthan ,Pali,Diwandi,306421
2578,India,Rajasthan ,Pali,Dlf Rabriyawas,306709
2579,India,Rajasthan ,Pali,Dudapura,306704
2580,India,Rajasthan ,Pali,Dudiya,306421
2581,India,Rajasthan ,Pali,Dudni,306126
2582,India,Rajasthan ,Pali,Dujana,306708
2583,India,Rajasthan ,Pali,Dutariya,306503
2584,India,Rajasthan ,Pali,Falka - Kalan,306301
2585,India,Rajasthan ,Pali,Falna I. E.,306116
2586,India,Rajasthan ,Pali,Falna,306116
2587,India,Rajasthan ,Pali,Falna Village,306116
2588,India,Rajasthan ,Pali,Fattapura,306902
2589,India,Rajasthan ,Pali,Gadhana,306023
2590,India,Rajasthan ,Pali,Gadwara,306421
2591,India,Rajasthan ,Pali,Gajnai,306114
2592,India,Rajasthan ,Pali,Gajnipura,306502
2593,India,Rajasthan ,Pali,Garniya,306302
2594,India,Rajasthan ,Pali,Gelawas,306421
2595,India,Rajasthan ,Pali,Ghanerao,306704
2596,India,Rajasthan ,Pali,Ghenri,306502
2597,India,Rajasthan ,Pali,Ghorawar,306709
2598,India,Rajasthan ,Pali,Giradra B.O,306401
2599,India,Rajasthan ,Pali,Giri,306102
2600,India,Rajasthan ,Pali,Gogra,306912
2601,India,Rajasthan ,Pali,Goriya,306707
2602,India,Rajasthan ,Pali,Guda Binja,306114
2603,India,Rajasthan ,Pali,Guda Endla,306422
2604,India,Rajasthan ,Pali,Guda Kalan,306103
2605,India,Rajasthan ,Pali,Guda Kesarsingh,306021
2606,India,Rajasthan ,Pali,Guda Ramsingh,306021
2607,India,Rajasthan ,Pali,Guda Soorsingh,306023
2608,India,Rajasthan ,Pali,Guda-shama,306103
2609,India,Rajasthan ,Pali,Gudalass,306705
2610,India,Rajasthan ,Pali,Gundoj,306422
2611,India,Rajasthan ,Pali,Guriya,306307
2612,India,Rajasthan ,Pali,Hajiwas,306105
2613,India,Rajasthan ,Pali,Haripur,306304
2614,India,Rajasthan ,Pali,Hariyamali,306103
2615,India,Rajasthan ,Pali,Hemaliyawas Kalan B.O,306001
2616,India,Rajasthan ,Pali,Hemaliyawas Khurd B.O,306001
2617,India,Rajasthan ,Pali,Hemawas B.O,306401
2618,India,Rajasthan ,Pali,Hingawas,306104
2619,India,Rajasthan ,Pali,Hingola Khurd,306501
2620,India,Rajasthan ,Pali,Inderwara,306503
2621,India,Rajasthan ,Pali,Isali,306021
2622,India,Rajasthan ,Pali,Itendra Charnan,306115
2623,India,Rajasthan ,Pali,Itendra Mertiyan,306119
2624,India,Rajasthan ,Pali,Jadan B.O,306401
2625,India,Rajasthan ,Pali,Jaitaran,306302
2626,India,Rajasthan ,Pali,Januda,306021
2627,India,Rajasthan ,Pali,Jawai Bandh,306126
2628,India,Rajasthan ,Pali,Jawali,306119
2629,India,Rajasthan ,Pali,Jeejardi,306103
2630,India,Rajasthan ,Pali,Jeewand Kalan,306603
2631,India,Rajasthan ,Pali,Jheetra B.O,306401
2632,India,Rajasthan ,Pali,Jhoontha,306304
2633,India,Rajasthan ,Pali,Jhujanda,306302
2634,India,Rajasthan ,Pali,Jojawar,306022
2635,India,Rajasthan ,Pali,Kakaradi,306126
2636,India,Rajasthan ,Pali,Kalab-kalan,306304
2637,India,Rajasthan ,Pali,Kalali,306421
2638,India,Rajasthan ,Pali,Kalaliya,306105
2639,India,Rajasthan ,Pali,Kanpura,306902
2640,India,Rajasthan ,Pali,Kantaliya,306103
2641,India,Rajasthan ,Pali,Kanuja,306102
2642,India,Rajasthan ,Pali,Kanwaliya Kalan,306301
2643,India,Rajasthan ,Pali,Karadi B.O,306001
2644,India,Rajasthan ,Pali,Karmawas Maliyan,306305
2645,India,Rajasthan ,Pali,Karmawas Patta,306307
2646,India,Rajasthan ,Pali,Keerwa,306422
2647,India,Rajasthan ,Pali,Kekindra,306301
2648,India,Rajasthan ,Pali,Kelwad,306114
2649,India,Rajasthan ,Pali,Kerla B.O,306401
2650,India,Rajasthan ,Pali,Kerli,306502
2651,India,Rajasthan ,Pali,Kesooli,306603
2652,India,Rajasthan ,Pali,Khairwa,306501
2653,India,Rajasthan ,Pali,Khandi,306421
2654,India,Rajasthan ,Pali,Kharachi B.O,306001
2655,India,Rajasthan ,Pali,Kharadi,306308
2656,India,Rajasthan ,Pali,Kharda,306603
2657,India,Rajasthan ,Pali,Kharda,306421
2658,India,Rajasthan ,Pali,Khardi B.O,306001
2659,India,Rajasthan ,Pali,Khariya-neev,306104
2660,India,Rajasthan ,Pali,Khariya-soda B.O,306001
2661,India,Rajasthan ,Pali,Khatukara,306119
2662,India,Rajasthan ,Pali,Kheemara,306708
2663,India,Rajasthan ,Pali,Kheemel,306115
2664,India,Rajasthan ,Pali,Khinawari,306302
2665,India,Rajasthan ,Pali,Khinwara,306502
2666,India,Rajasthan ,Pali,Khiwandi,306901
2667,India,Rajasthan ,Pali,Khod,306119
2668,India,Rajasthan ,Pali,Khodiya,306114
2669,India,Rajasthan ,Pali,Khokhra,306306
2670,India,Rajasthan ,Pali,Kirana,306105
2671,India,Rajasthan ,Pali,Kishanpura,306603
2672,India,Rajasthan ,Pali,Koliwara,306902
2673,India,Rajasthan ,Pali,Koorna,306422
2674,India,Rajasthan ,Pali,Korta,306901
2675,India,Rajasthan ,Pali,Koselao,306708
2676,India,Rajasthan ,Pali,Kot- Baliyan,306701
2677,India,Rajasthan ,Pali,Kot- Solankiyan,306022
2678,India,Rajasthan ,Pali,Kothar,306504
2679,India,Rajasthan ,Pali,Kotri,306603
2680,India,Rajasthan ,Pali,Koyalbao,306504
2681,India,Rajasthan ,Pali,Kulthana,306421
2682,India,Rajasthan ,Pali,Kumatiya,306504
2683,India,Rajasthan ,Pali,Kurki,306101
2684,India,Rajasthan ,Pali,Kushalpura,306305
2685,India,Rajasthan ,Pali,Lalrai,306705
2686,India,Rajasthan ,Pali,Lambiya,306301
2687,India,Rajasthan ,Pali,Lambiya,306501
2688,India,Rajasthan ,Pali,Lapod,306115
2689,India,Rajasthan ,Pali,Latara,306705
2690,India,Rajasthan ,Pali,Leelamba,306305
2691,India,Rajasthan ,Pali,Lototi,306302
2692,India,Rajasthan ,Pali,Lunawa,306706
2693,India,Rajasthan ,Pali,Mada,306702
2694,India,Rajasthan ,Pali,Magartalab,306502
2695,India,Rajasthan ,Pali,Malnoo,306504
2696,India,Rajasthan ,Pali,Malsabaori,306023
2697,India,Rajasthan ,Pali,Manda,306103
2698,India,Rajasthan ,Pali,Mandal,306115
2699,India,Rajasthan ,Pali,Mandawas,306421
2700,India,Rajasthan ,Pali,Mandigarh,306702
2701,India,Rajasthan ,Pali,Mandiya B.O,306401
2702,India,Rajasthan ,Pali,Mandla,306104
2703,India,Rajasthan ,Pali,Manihari B.O,306401
2704,India,Rajasthan ,Pali,Marwar Jn.,306001
2705,India,Rajasthan ,Pali,Meo,306104
2706,India,Rajasthan ,Pali,Mesiya,306105
2707,India,Rajasthan ,Pali,Mirgesar,306706
2708,India,Rajasthan ,Pali,Mohra - Kalan,306307
2709,India,Rajasthan ,Pali,Mohrai,306303
2710,India,Rajasthan ,Pali,Mokampura,306115
2711,India,Rajasthan ,Pali,Mori Bera,306126
2712,India,Rajasthan ,Pali,Morkha,306705
2713,India,Rajasthan ,Pali,Mundara,306705
2714,India,Rajasthan ,Pali,Murdawa,306306
2715,India,Rajasthan ,Pali,Musaliya,306103
2716,India,Rajasthan ,Pali,Nadana-bhatan,306119
2717,India,Rajasthan ,Pali,Nadol,306603
2718,India,Rajasthan ,Pali,Nana,306504
2719,India,Rajasthan ,Pali,Nanana,306102
2720,India,Rajasthan ,Pali,Narlai,306703
2721,India,Rajasthan ,Pali,Neembara,306503
2722,India,Rajasthan ,Pali,Neembli- Manda,306103
2723,India,Rajasthan ,Pali,Neembli-uran B.O,306401
2724,India,Rajasthan ,Pali,Neepal,306603
2725,India,Rajasthan ,Pali,Netra,306902
2726,India,Rajasthan ,Pali,Nimaj,306303
2727,India,Rajasthan ,Pali,Nimbera- Kalan,306305
2728,India,Rajasthan ,Pali,Nimbol,306308
2729,India,Rajasthan ,Pali,Novi,306901
2730,India,Rajasthan ,Pali,Pachanpura,306304
2731,India,Rajasthan ,Pali,Pachunda - Kalan,306114
2732,India,Rajasthan ,Pali,Padarla,306707
2733,India,Rajasthan ,Pali,Pali Housing Board,306401
2734,India,Rajasthan ,Pali,Pali City,306401
2735,India,Rajasthan ,Pali,Pali Industrial Estate,306401
2736,India,Rajasthan ,Pali,Pali Kutchery,306401
2737,India,Rajasthan ,Pali,Pali M.R.I.A,306401
2738,India,Rajasthan ,Pali,Pali Marwar,306401
2739,India,Rajasthan ,Pali,Pali Railway Station,306401
2740,India,Rajasthan ,Pali,Pali Suraj Pole,306401
2741,India,Rajasthan ,Pali,Pali Veer Durgadas Nagar,306401
2742,India,Rajasthan ,Pali,Palri-jod,306902
2743,India,Rajasthan ,Pali,Panchalwara,306705
2744,India,Rajasthan ,Pali,Panchetiya,306503
2745,India,Rajasthan ,Pali,Panota,306022
2746,India,Rajasthan ,Pali,Patwa,306302
2747,India,Rajasthan ,Pali,Pawa,306708
2748,India,Rajasthan ,Pali,Perwa,306126
2749,India,Rajasthan ,Pali,Phoolmal,306302
2750,India,Rajasthan ,Pali,Phulad,306023
2751,India,Rajasthan ,Pali,Pilowani,306502
2752,India,Rajasthan ,Pali,Piplad,306114
2753,India,Rajasthan ,Pali,Pipliya Kalan,306307
2754,India,Rajasthan ,Pali,Pomawa,306902
2755,India,Rajasthan ,Pali,Pratap - Garh,306101
2756,India,Rajasthan ,Pali,Prithviraj Ka Gurha,306603
2757,India,Rajasthan ,Pali,Rabriyawas,306709
2758,India,Rajasthan ,Pali,Radawas,306023
2759,India,Rajasthan ,Pali,Raipur Marwar,306304
2760,India,Rajasthan ,Pali,Raipuriya,306502
2761,India,Rajasthan ,Pali,Raira Kalan,306307
2762,India,Rajasthan ,Pali,Rajadand,306302
2763,India,Rajasthan ,Pali,Rajola - Kalan,306104
2764,India,Rajasthan ,Pali,Rajola - Khurd,306103
2765,India,Rajasthan ,Pali,Ramasani - Bala,306104
2766,India,Rajasthan ,Pali,Ramawas,306302
2767,India,Rajasthan ,Pali,Rampura - Kalan,306306
2768,India,Rajasthan ,Pali,Rana B.O,306401
2769,India,Rajasthan ,Pali,Ranakpur,306702
2770,India,Rajasthan ,Pali,Ranawas,306023
2771,India,Rajasthan ,Pali,Rani Gaon,306115
2772,India,Rajasthan ,Pali,Rani,306115
2773,India,Rajasthan ,Pali,Rani Sadar Bazar,306115
2774,India,Rajasthan ,Pali,Raniwal,306302
2775,India,Rajasthan ,Pali,Ras,306101
2776,India,Rajasthan ,Pali,Ratadiya,306102
2777,India,Rajasthan ,Pali,Relra,306102
2778,India,Rajasthan ,Pali,Rendri,306103
2779,India,Rajasthan ,Pali,Reprawas,306104
2780,India,Rajasthan ,Pali,Rohat R.S.,306421
2781,India,Rajasthan ,Pali,Rohat,306421
2782,India,Rajasthan ,Pali,Roopawas,306104
2783,India,Rajasthan ,Pali,Rupawas B.O,306401
2784,India,Rajasthan ,Pali,Sabalpura,306307
2785,India,Rajasthan ,Pali,Sadri,306702
2786,India,Rajasthan ,Pali,Saleriya,306119
2787,India,Rajasthan ,Pali,Sanderao,306708
2788,India,Rajasthan ,Pali,Sandiya,306306
2789,India,Rajasthan ,Pali,Sangawas,306303
2790,India,Rajasthan ,Pali,Sansari,306022
2791,India,Rajasthan ,Pali,Sanwalta,306603
2792,India,Rajasthan ,Pali,Sapooni,306501
2793,India,Rajasthan ,Pali,Saran,306023
2794,India,Rajasthan ,Pali,Sardar-samand B.O,306401
2795,India,Rajasthan ,Pali,Sawrad,306103
2796,India,Rajasthan ,Pali,Seeriyari,306023
2797,India,Rajasthan ,Pali,Seesarwada,306103
2798,India,Rajasthan ,Pali,Sehwaj,306103
2799,India,Rajasthan ,Pali,Sela,306701
2800,India,Rajasthan ,Pali,Sena,306707
2801,India,Rajasthan ,Pali,Sendra,306102
2802,India,Rajasthan ,Pali,Sesli,306706
2803,India,Rajasthan ,Pali,Sewari,306707
2804,India,Rajasthan ,Pali,Sewariya,306101
2805,India,Rajasthan ,Pali,Shekhawas,306103
2806,India,Rajasthan ,Pali,Sheotalao,306705
2807,India,Rajasthan ,Pali,Shivpura,306104
2808,India,Rajasthan ,Pali,Sindharli,306702
2809,India,Rajasthan ,Pali,Sindru,306708
2810,India,Rajasthan ,Pali,Sinla,306308
2811,India,Rajasthan ,Pali,Sinla B.O,306001
2812,India,Rajasthan ,Pali,Siwas,306502
2813,India,Rajasthan ,Pali,Siyat,306103
2814,India,Rajasthan ,Pali,Sodawas,306503
2815,India,Rajasthan ,Pali,Sojat Road,306103
2816,India,Rajasthan ,Pali,Sojat Bazar,306104
2817,India,Rajasthan ,Pali,Sojat,306104
2818,India,Rajasthan ,Pali,Somesar,306503
2819,India,Rajasthan ,Pali,Sonai Manji B.O,306401
2820,India,Rajasthan ,Pali,Sumel,306101
2821,India,Rajasthan ,Pali,Sumer,306703
2822,India,Rajasthan ,Pali,Sumerpur Krishi Upaj Mandi,306902
2823,India,Rajasthan ,Pali,Sumerpur,306902
2824,India,Rajasthan ,Pali,Surayta,306104
2825,India,Rajasthan ,Pali,Tagatgarh,306912
2826,India,Rajasthan ,Pali,Talkiya,306302
2827,India,Rajasthan ,Pali,Tewali,306503
2828,India,Rajasthan ,Pali,Thakurla,306503
2829,India,Rajasthan ,Pali,Thakurwas,306023
2830,India,Rajasthan ,Pali,Toonkra,306102
2831,India,Rajasthan ,Pali,Varkana,306601
2832,India,Rajasthan ,Pali,Vidhyawari,306115
2833,India,Rajasthan ,Pali,Wandar,306502
2834,India,Rajasthan ,Rajsamand,Aagaria,313332
2835,India,Rajasthan ,Rajsamand,Aidana,313334
2836,India,Rajasthan ,Rajsamand,Ajitgarh,305921
2837,India,Rajasthan ,Rajsamand,Akodara,313323
2838,India,Rajasthan ,Rajsamand,Anjana,313331
2839,India,Rajasthan ,Rajsamand,Antalia,313334
2840,India,Rajasthan ,Rajsamand,Antri,313325
2841,India,Rajasthan ,Rajsamand,Atma,313334
2842,India,Rajasthan ,Rajsamand,B K Kalwana,313704
2843,India,Rajasthan ,Rajsamand,Badrada B.O,313324
2844,India,Rajasthan ,Rajsamand,Bagana,313331
2845,India,Rajasthan ,Rajsamand,Baggad,313341
2846,India,Rajasthan ,Rajsamand,Bagol,313301
2847,India,Rajasthan ,Rajsamand,Balicha,313322
2848,India,Rajasthan ,Rajsamand,Balli Ijassa Kheda,305921
2849,India,Rajasthan ,Rajsamand,Bamanhera,313323
2850,India,Rajasthan ,Rajsamand,Bamnia Kalan,313329
2851,India,Rajasthan ,Rajsamand,Banerian,313329
2852,India,Rajasthan ,Rajsamand,Bankora,313325
2853,India,Rajasthan ,Rajsamand,Bansa,313333
2854,India,Rajasthan ,Rajsamand,Baradara,313325
2855,India,Rajasthan ,Rajsamand,Barar,313341
2856,India,Rajasthan ,Rajsamand,Barjal,313331
2857,India,Rajasthan ,Rajsamand,Bhada Bhanuja,313321
2858,India,Rajasthan ,Rajsamand,Bhana B.O,313324
2859,India,Rajasthan ,Rajsamand,Bhanpura,313704
2860,India,Rajasthan ,Rajsamand,Bhatoli,313342
2861,India,Rajasthan ,Rajsamand,Bhawa B.O,313324
2862,India,Rajasthan ,Rajsamand,Bhensa Kamed,313321
2863,India,Rajasthan ,Rajsamand,Bhim,305921
2864,India,Rajasthan ,Rajsamand,Bijnol,313323
2865,India,Rajasthan ,Rajsamand,Bikawas,313332
2866,India,Rajasthan ,Rajsamand,Biliyawas,305922
2867,India,Rajasthan ,Rajsamand,Bilota,313202
2868,India,Rajasthan ,Rajsamand,Binol,313327
2869,India,Rajasthan ,Rajsamand,Bokhada,313704
2870,India,Rajasthan ,Rajsamand,Boraj B.O,313324
2871,India,Rajasthan ,Rajsamand,Charana,313211
2872,India,Rajasthan ,Rajsamand,Charbhuja Road,313332
2873,India,Rajasthan ,Rajsamand,Charbhuja,313333
2874,India,Rajasthan ,Rajsamand,Chhaplian,313331
2875,India,Rajasthan ,Rajsamand,Chirwa,313202
2876,India,Rajasthan ,Rajsamand,Chowkdi,313329
2877,India,Rajasthan ,Rajsamand,Dansaria,305921
2878,India,Rajasthan ,Rajsamand,Dariba,313211
2879,India,Rajasthan ,Rajsamand,Daver,313331
2880,India,Rajasthan ,Rajsamand,Delwara,313202
2881,India,Rajasthan ,Rajsamand,Deogarh,313331
2882,India,Rajasthan ,Rajsamand,Dhaneen,313334
2883,India,Rajasthan ,Rajsamand,Dhaneria,313206
2884,India,Rajasthan ,Rajsamand,Dhanyla,313334
2885,India,Rajasthan ,Rajsamand,Dhayla,313301
2886,India,Rajasthan ,Rajsamand,Dhoinda,313342
2887,India,Rajasthan ,Rajsamand,Diyan,313704
2888,India,Rajasthan ,Rajsamand,Dowra,313330
2889,India,Rajasthan ,Rajsamand,Dunger Khera,305922
2890,India,Rajasthan ,Rajsamand,Emdi,313342
2891,India,Rajasthan ,Rajsamand,Galwa,313327
2892,India,Rajasthan ,Rajsamand,Ganawal,313704
2893,India,Rajasthan ,Rajsamand,Gawaardi,313211
2894,India,Rajasthan ,Rajsamand,Ghata B.O,313324
2895,India,Rajasthan ,Rajsamand,Gilund,313207
2896,India,Rajasthan ,Rajsamand,Goanguda,313321
2897,India,Rajasthan ,Rajsamand,Godhaji Ja Gaon,305921
2898,India,Rajasthan ,Rajsamand,Gogathala,313328
2899,India,Rajasthan ,Rajsamand,Gosundi,313332
2900,India,Rajasthan ,Rajsamand,Goval,313332
2901,India,Rajasthan ,Rajsamand,Gunjol,313301
2902,India,Rajasthan ,Rajsamand,Hamelon Ki Bar,313341
2903,India,Rajasthan ,Rajsamand,Isharmand,313331
2904,India,Rajasthan ,Rajsamand,Janawad,313333
2905,India,Rajasthan ,Rajsamand,Jeeran,313332
2906,India,Rajasthan ,Rajsamand,Jemli,313704
2907,India,Rajasthan ,Rajsamand,Jetpura,313327
2908,India,Rajasthan ,Rajsamand,Jewana,313206
2909,India,Rajasthan ,Rajsamand,Jhalon Ki Madar,313321
2910,India,Rajasthan ,Rajsamand,Jhanjhar,313334
2911,India,Rajasthan ,Rajsamand,Jhilwara,313333
2912,India,Rajasthan ,Rajsamand,Jhor,313327
2913,India,Rajasthan ,Rajsamand,Jilola,313330
2914,India,Rajasthan ,Rajsamand,Jitawas,313328
2915,India,Rajasthan ,Rajsamand,Junda,313328
2916,India,Rajasthan ,Rajsamand,Kabra,313211
2917,India,Rajasthan ,Rajsamand,Kachhabali,313341
2918,India,Rajasthan ,Rajsamand,Kadia,313325
2919,India,Rajasthan ,Rajsamand,Kadmal,313322
2920,India,Rajasthan ,Rajsamand,Kailashpuri,313202
2921,India,Rajasthan ,Rajsamand,Kakrod,313331
2922,India,Rajasthan ,Rajsamand,Kaladeh,305921
2923,India,Rajasthan ,Rajsamand,Kalaguman,313333
2924,India,Rajasthan ,Rajsamand,Kalesaria,313331
2925,India,Rajasthan ,Rajsamand,Kalinjar B.O,313324
2926,India,Rajasthan ,Rajsamand,Kaliwas,313202
2927,India,Rajasthan ,Rajsamand,Kamol,313704
2928,India,Rajasthan ,Rajsamand,Kankroli,313324
2929,India,Rajasthan ,Rajsamand,Kankrwa,313325
2930,India,Rajasthan ,Rajsamand,Kanooja,313325
2931,India,Rajasthan ,Rajsamand,Karoli,313301
2932,India,Rajasthan ,Rajsamand,Kelwa,313334
2933,India,Rajasthan ,Rajsamand,Kelwara,313325
2934,India,Rajasthan ,Rajsamand,Kesar,313325
2935,India,Rajasthan ,Rajsamand,Kessuli,313301
2936,India,Rajasthan ,Rajsamand,Khad Bamnia,313207
2937,India,Rajasthan ,Rajsamand,Khakharmala,313332
2938,India,Rajasthan ,Rajsamand,Khamlighat,313331
2939,India,Rajasthan ,Rajsamand,Khamnore,313322
2940,India,Rajasthan ,Rajsamand,Khandel,313328
2941,India,Rajasthan ,Rajsamand,Kharnota,313333
2942,India,Rajasthan ,Rajsamand,Khartana,313206
2943,India,Rajasthan ,Rajsamand,Khatmala,313334
2944,India,Rajasthan ,Rajsamand,Kkundia,313207
2945,India,Rajasthan ,Rajsamand,Koaria,313327
2946,India,Rajasthan ,Rajsamand,Koshiwara,313321
2947,India,Rajasthan ,Rajsamand,Kotharia,313323
2948,India,Rajasthan ,Rajsamand,Kotri,313211
2949,India,Rajasthan ,Rajsamand,Koyal B.O,313324
2950,India,Rajasthan ,Rajsamand,Kuanthal,313332
2951,India,Rajasthan ,Rajsamand,Kukar Khera,305921
2952,India,Rajasthan ,Rajsamand,Kukra,305921
2953,India,Rajasthan ,Rajsamand,Kuncholi,313325
2954,India,Rajasthan ,Rajsamand,Kundwa,313331
2955,India,Rajasthan ,Rajsamand,Kunthwa,313301
2956,India,Rajasthan ,Rajsamand,Kuraj,313328
2957,India,Rajasthan ,Rajsamand,Laget Khera,305925
2958,India,Rajasthan ,Rajsamand,Lakha Guda,313341
2959,India,Rajasthan ,Rajsamand,Lal Madri,313301
2960,India,Rajasthan ,Rajsamand,Lambodi,313333
2961,India,Rajasthan ,Rajsamand,Lapsia,313328
2962,India,Rajasthan ,Rajsamand,Lasani,313331
2963,India,Rajasthan ,Rajsamand,Lawa Sardargarh,313330
2964,India,Rajasthan ,Rajsamand,Liki,313332
2965,India,Rajasthan ,Rajsamand,Lodiyana,313330
2966,India,Rajasthan ,Rajsamand,Machind,313321
2967,India,Rajasthan ,Rajsamand,Mad,313332
2968,India,Rajasthan ,Rajsamand,Madaria,313331
2969,India,Rajasthan ,Rajsamand,Mahalon Ki Pipli B.O,313324
2970,India,Rajasthan ,Rajsamand,Maja,313323
2971,India,Rajasthan ,Rajsamand,Majera,313325
2972,India,Rajasthan ,Rajsamand,Manakwas,313202
2973,India,Rajasthan ,Rajsamand,Manawaton Ka Guda,313333
2974,India,Rajasthan ,Rajsamand,Mandawar,313341
2975,India,Rajasthan ,Rajsamand,Mandiyana,313301
2976,India,Rajasthan ,Rajsamand,Masatiyon Ki Madri B.O,313324
2977,India,Rajasthan ,Rajsamand,Merda Khalsa,313334
2978,India,Rajasthan ,Rajsamand,Miyala,313341
2979,India,Rajasthan ,Rajsamand,Mohi B.O,313324
2980,India,Rajasthan ,Rajsamand,Molela,313322
2981,India,Rajasthan ,Rajsamand,Morath,313206
2982,India,Rajasthan ,Rajsamand,Morcha,313321
2983,India,Rajasthan ,Rajsamand,Mundol B.O,313324
2984,India,Rajasthan ,Rajsamand,Namana,313323
2985,India,Rajasthan ,Rajsamand,Nanana,313332
2986,India,Rajasthan ,Rajsamand,Naogama,313342
2987,India,Rajasthan ,Rajsamand,Narana,313332
2988,India,Rajasthan ,Rajsamand,Nardaska Guda,313331
2989,India,Rajasthan ,Rajsamand,Nathdwara Chaupati,313301
2990,India,Rajasthan ,Rajsamand,Nathdwara,313301
2991,India,Rajasthan ,Rajsamand,Negadia,313202
2992,India,Rajasthan ,Rajsamand,Oda,313325
2993,India,Rajasthan ,Rajsamand,Odan,313301
2994,India,Rajasthan ,Rajsamand,Olanakhera,313330
2995,India,Rajasthan ,Rajsamand,Pachhamata,313207
2996,India,Rajasthan ,Rajsamand,Padasali,313334
2997,India,Rajasthan ,Rajsamand,Padrada,313704
2998,India,Rajasthan ,Rajsamand,Pakhand,313323
2999,India,Rajasthan ,Rajsamand,Palasma,313704
3000,India,Rajasthan ,Rajsamand,Panotia,313207
3001,India,Rajasthan ,Rajsamand,Panotia,313330
3002,India,Rajasthan ,Rajsamand,Pardi,313331
3003,India,Rajasthan ,Rajsamand,Pasund B.O,313324
3004,India,Rajasthan ,Rajsamand,Pharara B.O,313324
3005,India,Rajasthan ,Rajsamand,Phiyawadi,313327
3006,India,Rajasthan ,Rajsamand,Piparda B.O,313324
3007,India,Rajasthan ,Rajsamand,Piplantri B.O,313324
3008,India,Rajasthan ,Rajsamand,Pipli Ahiran,313327
3009,India,Rajasthan ,Rajsamand,Pipli,313331
3010,India,Rajasthan ,Rajsamand,Pipli,313321
3011,India,Rajasthan ,Rajsamand,Pipli Dadiyan,313329
3012,India,Rajasthan ,Rajsamand,Punawali,313704
3013,India,Rajasthan ,Rajsamand,Punawali B.O,313324
3014,India,Rajasthan ,Rajsamand,Railmagra,313329
3015,India,Rajasthan ,Rajsamand,Rajiawas,313342
3016,India,Rajasthan ,Rajsamand,Rajpura,313211
3017,India,Rajasthan ,Rajsamand,Rajsamand,313324
3018,India,Rajasthan ,Rajsamand,Rama,313202
3019,India,Rajasthan ,Rajsamand,Ranchhedi,313331
3020,India,Rajasthan ,Rajsamand,Rinchhed,313332
3021,India,Rajasthan ,Rajsamand,Roachh,313704
3022,India,Rajasthan ,Rajsamand,Sadri,313329
3023,India,Rajasthan ,Rajsamand,Sakrawas,313329
3024,India,Rajasthan ,Rajsamand,Sakroda B.O,313324
3025,India,Rajasthan ,Rajsamand,Sakroda,313330
3026,India,Rajasthan ,Rajsamand,Saloda,313322
3027,India,Rajasthan ,Rajsamand,Salore,313301
3028,India,Rajasthan ,Rajsamand,Sameecha,313321
3029,India,Rajasthan ,Rajsamand,Samliya,305921
